word,chars,log_freq,gpt2S_surp,gpt2B_surp,gpt2L_surp,mean_RT
hurried,7,3.14,-38.009822845458984,-22.75530433654785,-17.64394760131836,368.7567567567568
hurry,5,4.14,-39.1041259765625,-30.354106903076172,-24.6662654876709,293.73333333333335
hurtful.,8,3.3,-42.774845123291016,-31.715662002563477,-29.66876220703125,343.48
"hyacinth,",9,2.73,-33.559146881103516,-23.21837615966797,-19.085142135620117,371.8421052631579
hyperactivity,13,2.86,-30.845115661621094,-27.111526489257812,-16.020483016967773,438.38028169014086
"ice,",4,5.0,-12.314762115478516,-8.864786148071289,-7.713580131530762,353.90425531914894
idea,4,5.36,-18.001039505004883,-17.56463050842285,-13.976828575134277,311.8503937007874
"idea,",5,5.36,-19.535839080810547,-17.525592803955078,-15.21530532836914,375.4255319148936
ideal,5,4.44,-20.930280685424805,-19.48104476928711,-19.268856048583984,342.8690476190476
ideal.,6,4.44,-21.99712562561035,-22.13888931274414,-21.36138343811035,403.4021739130435
"ignored,",8,4.27,-28.24558448791504,-25.864362716674805,-18.21904182434082,316.48
imagine,7,4.92,-43.595584869384766,-32.06960678100586,-18.843168258666992,346.92857142857144
"imagine,",8,4.92,-38.65329360961914,-31.379331588745117,-21.237924575805664,289.1358024691358
imagined,8,4.07,-30.048263549804688,-23.290916442871094,-4.409101486206055,327.9347826086956
"imaging,",8,3.93,-29.570396423339844,-26.35175323486328,-19.31536293029785,405.15277777777777
impatient,9,3.55,-32.99337387084961,-31.860376358032227,-27.676389694213867,312.1341463414634
impending,9,3.53,-29.18646240234375,-25.145294189453125,-17.341480255126953,346.35555555555555
"important,",10,5.44,-11.425929069519043,-8.41580867767334,-9.202157974243164,294.2567567567568
impressive,10,4.47,-36.10668182373047,-27.32803726196289,-11.156192779541016,354.43835616438355
improvement,11,4.49,-24.815576553344727,-17.09557342529297,-1.4946420192718506,369.9054054054054
impulsivity.,12,2.36,-40.91267776489258,-29.26706314086914,-21.680131912231445,415.22535211267603
"in,",3,7.27,-13.297308921813965,-9.121904373168945,-8.862899780273438,317.8076923076923
inadmissible,12,2.77,-31.826366424560547,-31.592023849487305,-30.699323654174805,405.65277777777777
"inattention,",12,2.42,-25.606908798217773,-24.99222183227539,-26.251951217651367,566.2394366197183
incident,8,4.54,-27.926586151123047,-26.08310890197754,-14.653839111328125,343.4584450402145
incident.,9,4.54,-26.553817749023438,-26.27754020690918,-16.986967086791992,362.3888888888889
incidents.,10,4.15,-30.731416702270508,-26.858774185180664,-16.488611221313477,380.48
"inconsequential,",16,2.86,-36.6267204284668,-34.13283920288086,-22.059391021728516,438.94444444444446
increasingly,12,4.38,-22.43480110168457,-19.000804901123047,-3.038616895675659,337.31168831168833
indeed,6,4.79,-33.252220153808594,-26.968793869018555,-17.770349502563477,338.6511627906977
individuals,11,4.81,-14.390861511230469,-14.322872161865234,-6.229798793792725,316.2987012987013
infected,8,4.13,-19.983057022094727,-15.41995620727539,-3.4750607013702393,386.35
inflated,8,3.51,-33.44436264038086,-19.77755355834961,-18.399948120117188,330.62820512820514
inheritance,11,3.8,-34.06011962890625,-22.582271575927734,-19.21208953857422,376.5149253731343
inherited,9,3.91,-36.73170471191406,-19.04456901550293,-17.49323081970215,377.74626865671644
injured,7,4.51,-39.28699493408203,-32.314388275146484,-20.289554595947266,347.35714285714283
innocently,10,2.88,-41.45233154296875,-36.34064483642578,-23.893938064575195,388.51408450704224
inquiry,7,4.25,-36.31343460083008,-23.4827938079834,-5.664703845977783,338.90140845070425
insensitive,11,3.45,-39.145774841308594,-33.53721618652344,-19.804988861083984,404.0240963855422
insiders,8,3.32,-39.82796859741211,-30.652816772460938,-19.340848922729492,410.28
"instantly,",10,4.23,-34.148597717285156,-25.96698570251465,-13.396187782287598,318.6235294117647
intending,9,3.49,-29.930021286010742,-26.435510635375977,-20.143342971801758,339.43589743589746
intense,7,4.39,-31.098798751831055,-26.88740348815918,-15.61827564239502,408.0748299319728
intentions,10,4.11,-28.075111389160156,-23.898103713989258,-7.0750226974487305,320.8241758241758
interactions.,13,4.16,-26.673826217651367,-26.22888946533203,-15.476000785827637,377.8095238095238
interest.,9,5.17,-11.132946968078613,-8.190350532531738,-7.248105525970459,400.61333333333334
internally-inconsistent,23,3.47,-38.95294189453125,-37.27638244628906,-23.65056610107422,641.7083333333334
interviewed,11,4.0,-29.14826011657715,-28.33150291442871,-14.300448417663574,365.9121621621622
"interviewed,",12,4.0,-31.52878189086914,-30.98093032836914,-19.43850326538086,424.05479452054794
intrinsic,9,3.47,-35.26810073852539,-17.242549896240234,-11.316009521484375,516.5064935064935
introduced,10,4.72,-32.17502975463867,-22.70577621459961,-4.056262493133545,389.8875
"introduction,",13,4.52,-30.310029983520508,-25.60698890686035,-12.819418907165527,348.3066666666667
investigation.,14,4.75,-29.27829933166504,-26.98812484741211,-8.81119155883789,346.1617647058824
investors,9,4.34,-25.316938400268555,-19.856964111328125,-10.184632301330566,331.1038961038961
invited,7,4.53,-33.760101318359375,-21.180744171142578,-4.624419212341309,393.2386363636364
involuntary,11,3.34,-26.74310874938965,-31.578105926513672,-19.477155685424805,427.4657534246575
"involuntary,",12,3.34,-30.787195205688477,-34.13871765136719,-24.841644287109375,332.40277777777777
involve,7,4.28,-35.746524810791016,-27.142593383789062,-9.195621490478516,330.5
involves,8,4.34,-39.89716720581055,-29.26906967163086,-16.009777069091797,388.84722222222223
involving,9,4.48,-30.542062759399414,-22.64716339111328,-18.247976303100586,388.85276073619633
irrationally,12,2.56,-37.23662185668945,-37.04520034790039,-33.15079879760742,341.83116883116884
is?,3,7.07,-20.436065673828125,-18.454212188720703,-18.958492279052734,387.30434782608694
it's,4,6.33,-18.811635971069336,-10.77929401397705,-7.652484893798828,343.71140939597313
"it,",3,6.95,-12.760383605957031,-8.820061683654785,-9.707218170166016,324.33609958506224
"it,'",4,6.95,-30.727996826171875,-26.72243309020996,-25.849292755126953,324.36
it.,3,6.95,-12.214105606079102,-8.640275955200195,-9.633131980895996,320.93486590038316
jealous,7,4.24,-39.320247650146484,-31.55457878112793,-20.547962188720703,366.1333333333333
jennies,7,1.56,-33.017784118652344,-31.15520477294922,-26.12716293334961,539.3176470588236
jerking.,8,3.21,-25.804227828979492,-25.620197296142578,-17.329538345336914,372.5
journalist,10,4.38,-22.06368637084961,-18.493118286132812,-5.270165920257568,345.2236842105263
journey,7,4.65,-41.56353759765625,-31.384994506835938,-20.157926559448242,329.63837638376384
joyous,6,3.33,-27.245248794555664,-21.582616806030273,-9.641402244567871,376.02197802197804
judges,6,4.42,-33.62960433959961,-22.932077407836914,-8.165534973144531,314.92
judging,7,4.05,-29.607908248901367,-21.12523078918457,-9.301814079284668,344.1081081081081
jumped,6,4.25,-39.369503021240234,-31.194543838500977,-27.15987777709961,317.87951807228916
"jumping,",8,4.23,-37.32902526855469,-27.840463638305664,-22.9018497467041,437.5211267605634
keeps,5,4.67,-15.41086196899414,-16.25416374206543,-9.995407104492188,304.1931818181818
kindly,6,4.0,-23.954315185546875,-18.98214340209961,-8.059211730957031,337.0722222222222
king!',6,5.17,-34.771026611328125,-32.260684967041016,-28.72658348083496,343.07887323943663
king',5,5.17,-18.165164947509766,-19.094444274902344,-17.929637908935547,438.4431818181818
"king,",5,5.17,-12.401341438293457,-8.428669929504395,-7.869616985321045,358.3
king.,5,5.17,-11.686421394348145,-8.733874320983887,-8.933614730834961,430.9830028328612
king.',6,5.17,-29.047191619873047,-25.723045349121094,-24.06145477294922,346.86206896551727
king?',6,5.17,-31.7999267578125,-31.29654884338379,-27.211254119873047,397.14285714285717
kneeled,7,2.32,-38.44403076171875,-37.3155403137207,-32.58252716064453,316.6707317073171
knew,4,5.2,-23.825590133666992,-25.675853729248047,-24.315031051635742,319.53921568627453
"knew,",5,5.2,-26.26919174194336,-27.631723403930664,-25.407136917114258,303.8085106382979
"know,",5,6.1,-11.473237991333008,-8.121543884277344,-7.644621849060059,364.7362637362637
knowing,7,4.76,-19.97562026977539,-15.564875602722168,-6.040729522705078,320.4342105263158
l'Ecluse,8,0.0,-46.893558502197266,-44.917781829833984,-32.14553451538086,467.4177215189873
laboratory,10,4.31,-35.73112869262695,-26.638835906982422,-19.231599807739258,311.9130434782609
lady.',6,4.95,-44.423519134521484,-38.411415100097656,-30.057586669921875,428.2795698924731
landed,6,4.24,-21.03485107421875,-19.256746292114258,-19.40062141418457,313.5890410958904
"landing,",8,4.4,-21.683349609375,-19.453125,-18.0402774810791,357.72527472527474
lanky,5,2.73,-38.771549224853516,-29.845720291137695,-28.747798919677734,328.4054054054054
lap.,4,4.18,-11.903910636901855,-8.899084091186523,-8.366777420043945,426.8
larger,6,4.82,-20.735448837280273,-13.91456413269043,-1.6598447561264038,326.04651162790697
"lark,",5,3.14,-28.695329666137695,-23.645517349243164,-19.949832916259766,367.7613636363636
lasts,5,3.9,-36.564491271972656,-28.675203323364258,-22.983671188354492,333.2027027027027
latched,7,2.81,-41.25078582763672,-31.646699905395508,-27.203271865844727,309.2739726027397
late.,5,5.34,-12.20635986328125,-9.911139488220215,-10.030586242675781,404.0681818181818
"later,",6,5.49,-11.49543285369873,-7.423751354217529,-5.787879467010498,336.530487804878
laughed,7,4.24,-45.81590270996094,-34.1695442199707,-28.86509132385254,324.18674698795184
launched,8,4.63,-35.31998825073242,-24.91417694091797,-0.7759701609611511,367.65277777777777
law.,4,5.46,-11.477254867553711,-7.801039218902588,-8.573235511779785,363.94594594594594
leads,5,4.65,-32.20857238769531,-27.54327392578125,-23.914234161376953,313.09859154929575
leaked.,7,4.0,-34.22944641113281,-29.116361618041992,-26.163293838500977,439.64383561643837
leaped,6,2.77,-38.970115661621094,-32.43414306640625,-29.998027801513672,339.9642857142857
leaping,7,3.23,-36.20693588256836,-30.924503326416016,-28.384246826171875,331.7
least,5,5.44,-28.802534103393555,-25.86006736755371,-19.374675750732422,314.6561085972851
leaves,6,4.79,-36.58876419067383,-28.63115119934082,-21.14208221435547,318.7802197802198
leaving,7,4.98,-37.44109344482422,-29.649871826171875,-23.082759857177734,349.9222222222222
legend,6,4.44,-22.54429054260254,-20.116769790649414,-9.257892608642578,455.28735632183907
legend.,7,4.44,-23.490779876708984,-22.29187774658203,-14.17768383026123,392.7241379310345
legs,4,4.67,-15.415639877319336,-14.204980850219727,-10.753357887268066,337.54945054945057
legs.,5,4.67,-16.7662410736084,-15.773818016052246,-13.08089542388916,336.06315789473683
lesser,6,4.13,-22.623470306396484,-22.093666076660156,-16.714008331298828,320.36708860759495
let's,5,5.16,-19.15696144104004,-11.540521621704102,-7.3612895011901855,307.26881720430106
"life,",5,5.89,-11.36472225189209,-8.031221389770508,-8.265697479248047,289.7142857142857
life.,5,5.89,-11.226409912109375,-8.077472686767578,-7.3104753494262695,323.31756756756755
lifetime.,9,4.39,-31.45809555053711,-24.218921661376953,-7.949000835418701,399.8918918918919
"light,",6,5.33,-11.986595153808594,-8.416230201721191,-8.419116020202637,337.9
like.,5,6.41,-12.222565650939941,-11.56236457824707,-11.382895469665527,360.4574468085106
liked,5,4.76,-41.681671142578125,-30.868942260742188,-23.563261032104492,319.6481994459834
lilac,5,3.11,-30.56659698486328,-25.976375579833984,-21.67620849609375,345.6923076923077
line.,5,5.49,-11.74209976196289,-8.853466987609863,-8.642257690429688,333.6666666666667
"lines,",6,4.95,-11.66603946685791,-8.158377647399902,-6.644444465637207,366.28205128205127
littlest,8,2.67,-38.82245635986328,-26.437246322631836,-23.36467742919922,312.46590909090907
"locals,",7,4.0,-25.83907699584961,-21.5606689453125,-12.998420715332031,346.6235294117647
located,7,4.86,-39.91815948486328,-31.55137062072754,-22.183422088623047,424.8735632183908
"location,",9,4.86,-12.171492576599121,-7.700067520141602,-11.9306001663208,324.7857142857143
locked.,7,4.43,-11.798761367797852,-9.867350578308105,-9.74233627319336,422.7362637362637
lonely,6,4.25,-30.714262008666992,-28.559045791625977,-15.328714370727539,323.13953488372096
lonesome,8,3.09,-36.725547790527344,-24.76628303527832,-21.777372360229492,402.25
"long,",5,5.81,-12.09296989440918,-9.338141441345215,-9.915395736694336,360.2857142857143
long-bearded,12,3.34,-30.026439666748047,-22.379018783569336,-18.963638305664062,441.19767441860466
longer,6,5.16,-21.93708038330078,-19.45827865600586,-12.115540504455566,312.9310344827586
"longer,",7,5.16,-21.80513572692871,-21.376890182495117,-16.081151962280273,339.17045454545456
look.,5,5.81,-11.370662689208984,-7.855738639831543,-11.693059921264648,330.50857142857143
looked,6,5.11,-20.349109649658203,-16.75375747680664,-3.976928472518921,320.9514802631579
looks,5,5.36,-15.537430763244629,-15.705559730529785,-7.333890438079834,350.6666666666667
loquacious.,11,2.11,-34.859283447265625,-26.967144012451172,-21.255102157592773,574.8913043478261
losing,6,4.85,-37.17532730102539,-26.378450393676758,-17.77098274230957,356.95604395604397
loud,4,4.53,-31.72323226928711,-26.0670223236084,-19.653642654418945,358.67105263157896
loudest,7,3.21,-35.08451461791992,-33.55188751220703,-26.181188583374023,275.3918918918919
loved,5,5.0,-35.997535705566406,-26.518909454345703,-19.111377716064453,291.1222222222222
"loved,",6,5.0,-34.16719055175781,-27.438871383666992,-21.067373275756836,302.6195652173913
"lower,",6,5.11,-12.135852813720703,-9.343611717224121,-10.417256355285645,328.8791208791209
lowering,8,3.78,-21.412399291992188,-16.924760818481445,-6.646584987640381,356.8
lucky,5,4.77,-36.60689926147461,-27.855785369873047,-18.091123580932617,301.55555555555554
"lungs,",6,3.97,-30.81023406982422,-24.812814712524414,-20.623584747314453,335.1914893617021
luxury,6,4.35,-32.752593994140625,-24.580673217773438,-16.993812561035156,382.44303797468353
made-for-TV,11,5.12,-31.98972511291504,-14.730169296264648,-14.350306510925293,370.5733333333333
magnetic,8,4.17,-37.641746520996094,-27.579008102416992,-8.409213066101074,366.9142857142857
magnifying,10,3.0,-42.50283432006836,-31.427112579345703,-22.08870506286621,330.08641975308643
maintain,8,4.65,-36.9277229309082,-29.95876121520996,-21.834331512451172,403.0810810810811
maintains,9,3.96,-34.446044921875,-27.679927825927734,-21.742900848388672,359.041095890411
majorities,10,2.96,-35.07040023803711,-26.9960994720459,-17.203283309936523,361.2972972972973
males,5,4.21,-35.20254898071289,-27.759111404418945,-22.11630630493164,322.44444444444446
"man,",4,5.82,-12.30394458770752,-7.984404563903809,-6.2359299659729,353.4148936170213
man.,4,5.82,-12.324180603027344,-8.958601951599121,-8.934990882873535,343.19354838709677
manage,6,4.54,-25.44046401977539,-24.850072860717773,-20.43733787536621,321.84722222222223
mania',6,3.44,-17.788015365600586,-16.900787353515625,-16.711498260498047,345.16
"mania,",6,3.44,-11.193831443786621,-6.996099948883057,-6.928797721862793,333.9736842105263
manor,5,3.81,-21.327068328857422,-22.67667579650879,-23.48248863220215,353.3333333333333
"market,",7,5.29,-11.859370231628418,-8.317557334899902,-9.008441925048828,344.4342105263158
market.,7,5.29,-11.673431396484375,-8.415458679199219,-7.187845706939697,338.6533333333333
"markets,",8,4.61,-11.45133113861084,-7.281832695007324,-6.87121057510376,419.5
marshmallow-like,16,3.15,-48.06565475463867,-36.65353012084961,-30.585031509399414,519.438202247191
masses,6,3.94,-37.842559814453125,-30.689849853515625,-24.027748107910156,313.1927710843373
"master,",7,4.93,-12.161569595336914,-8.099672317504883,-7.595370292663574,378.989010989011
match?,6,5.13,-20.14035987854004,-17.758630752563477,-17.03524398803711,317.25274725274727
matches,7,4.59,-35.55381774902344,-24.291940689086914,-9.772258758544922,345.8956043956044
"matches,",8,4.59,-31.031431198120117,-22.935718536376953,-14.903279304504395,346.5274725274725
matches.,8,4.59,-30.813961029052734,-22.605297088623047,-11.645038604736328,363.64285714285717
matron,6,3.01,-30.3554630279541,-22.02400016784668,-14.128456115722656,349.81623277182234
"matron,",7,3.01,-28.40656089782715,-21.76487159729004,-15.555940628051758,337.71276595744683
me!',4,6.48,-33.755699157714844,-30.473787307739258,-27.149307250976562,406.59090909090907
"me,",3,6.48,-12.170207977294922,-8.19210147857666,-7.879078388214111,299.3936170212766
me.,3,6.48,-11.161624908447266,-7.07092809677124,-8.762503623962402,353.4347826086956
meadows,7,3.6,-40.26034927368164,-31.63226318359375,-29.396799087524414,378.7816091954023
meal.,5,4.48,-11.607385635375977,-8.83584976196289,-8.956048011779785,355.4835164835165
meant,5,4.94,-25.815900802612305,-22.801401138305664,-19.981178283691406,330.5857142857143
meeting,7,5.15,-38.41863250732422,-29.54694175720215,-15.779751777648926,347.03409090909093
"meeting,",8,5.15,-34.66408157348633,-27.82482147216797,-19.461814880371094,418.52272727272725
meeting.,8,5.15,-33.08003234863281,-28.347869873046875,-18.502111434936523,358.5
memories,8,4.5,-35.697479248046875,-26.009639739990234,-12.235726356506348,378.09389671361504
merchants,9,3.85,-32.782203674316406,-27.128501892089844,-15.362447738647461,330.0769230769231
merry,5,3.83,-28.373367309570312,-22.63678550720215,-18.526708602905273,349.56043956043953
messages,8,4.54,-29.191314697265625,-20.96892547607422,-3.866942882537842,330.1140939597315
"messages,",9,4.54,-26.506607055664062,-21.864261627197266,-10.339487075805664,341.54
messages.,9,4.54,-25.574838638305664,-19.78336524963379,-7.473424911499023,362.70666666666665
messages?',10,4.54,-45.006591796875,-37.24626541137695,-24.95021629333496,369.3333333333333
messaging,9,3.8,-30.58992576599121,-23.439510345458984,-6.8108954429626465,335.4736842105263
metaphorically,14,2.96,-33.998992919921875,-28.927717208862305,-13.45639705657959,349.36486486486484
microphone,10,3.72,-29.128555297851562,-24.50718879699707,-10.595484733581543,320.05405405405406
mild,4,4.11,-36.87628936767578,-28.11577796936035,-22.2685604095459,339.44594594594594
milder,6,3.04,-36.70999526977539,-28.297893524169922,-23.351179122924805,442.4189189189189
miles,5,5.0,-33.3355712890625,-24.147123336791992,-19.787357330322266,363.2988505747126
"mill,",5,4.38,-12.431588172912598,-9.686379432678223,-8.091028213500977,304.7692307692308
minimize,8,3.8,-36.08982467651367,-31.638473510742188,-20.64454460144043,301.8732394366197
minutes,7,5.31,-36.74686813354492,-26.400283813476562,-12.822775840759277,302.622754491018
"minutes,",8,5.31,-32.73869323730469,-25.4233455657959,-15.814595222473145,319.3510638297872
misdiagnose,11,1.47,-50.360591888427734,-36.28397750854492,-35.709537506103516,423.7464788732394
misery.,7,3.89,-27.144166946411133,-24.067819595336914,-26.29698944091797,341.10869565217394
missiles.,9,3.95,-28.28397560119629,-23.571903228759766,-15.766499519348145,368.90140845070425
mistake,7,4.67,-29.550983428955078,-22.43110466003418,-10.498659133911133,348.48809523809524
mockery,7,3.29,-37.1714973449707,-29.239826202392578,-20.239625930786133,347.46153846153845
mom's,5,3.81,-19.63199806213379,-12.430525779724121,-14.860702514648438,341.4340425531915
"mom,",4,5.12,-12.118816375732422,-8.733521461486816,-11.112485885620117,337.4875
moment,6,5.24,-24.439851760864258,-21.24932861328125,-3.150709629058838,309.0238095238095
"moment,",7,5.24,-27.37973976135254,-21.82749366760254,-8.586442947387695,321.5595238095238
"monster,'",9,4.49,-30.03205108642578,-25.324905395507812,-25.857114791870117,312.6309523809524
months.,7,5.35,-11.515911102294922,-7.723008155822754,-10.125537872314453,407.4736842105263
moody,5,3.7,-29.658660888671875,-26.75873565673828,-21.004962921142578,343.8791208791209
moors,5,3.18,-28.290851593017578,-23.01298713684082,-18.103715896606445,395.43023255813955
"morning,",8,5.33,-11.097664833068848,-7.293935298919678,-7.269859313964844,375.3010752688172
"most,",5,6.0,-12.337013244628906,-9.695150375366211,-12.601302146911621,319.0989010989011
mother's,8,4.37,-18.614967346191406,-11.304390907287598,-7.278171062469482,399.1566265060241
"mother,",7,5.24,-11.315814971923828,-7.549627780914307,-7.003039836883545,338.55828220858893
mother.,7,5.24,-11.452311515808105,-8.376178741455078,-9.283397674560547,400.36842105263156
motioned,8,2.45,-22.26627540588379,-20.696022033691406,-13.842864036560059,333.8723404255319
motionless,10,2.97,-25.106857299804688,-25.0024356842041,-17.780006408691406,362.75824175824175
motor,5,4.53,-42.046730041503906,-30.15477180480957,-18.16636848449707,351.6804733727811
mountain,8,4.73,-29.95311164855957,-22.077600479125977,-10.731088638305664,342.3736263736264
mountains.,10,4.5,-29.124073028564453,-24.40542221069336,-14.464488983154297,457.3452380952381
"mountainside,",13,2.76,-39.868858337402344,-34.52901840209961,-23.22202491760254,392.1195652173913
"mounted,",8,4.26,-12.214449882507324,-9.212217330932617,-9.240134239196777,384.2068965517241
mouse's,7,2.28,-20.19623374938965,-14.072222709655762,-15.225593566894531,372.31178707224336
mouse.,6,4.31,-11.615972518920898,-8.435016632080078,-9.55316162109375,439.1878453038674
moved,5,5.01,-36.71720504760742,-28.06386947631836,-21.294300079345703,339.2280701754386
movement,8,4.97,-25.507978439331055,-20.726211547851562,-4.915275573730469,351.2328767123288
movements,9,4.35,-31.861276626586914,-24.685440063476562,-9.917937278747559,353.9861111111111
"movements,",10,4.35,-28.348480224609375,-24.392419815063477,-12.816580772399902,487.68918918918916
multicolored,12,2.61,-30.027956008911133,-22.423524856567383,-14.672160148620605,406.5064935064935
muscle,6,4.44,-29.90907096862793,-28.878883361816406,-14.029376029968262,351.4657534246575
muscles,7,4.14,-36.888275146484375,-28.96243667602539,-11.631091117858887,340.7887323943662
"music,",6,5.52,-11.525297164916992,-8.095186233520508,-9.373512268066406,280.14864864864865
myself,6,5.31,-27.97907829284668,-25.689573287963867,-11.89897632598877,303.247311827957
mysterious,10,4.17,-26.700502395629883,-19.511030197143555,-11.776307106018066,372.8072289156627
naked,5,4.43,-37.99241256713867,-28.445209503173828,-19.239757537841797,384.77472527472526
nameless,8,3.15,-38.00813293457031,-29.05436134338379,-21.43170166015625,343.33714285714285
"names,",6,4.91,-11.488693237304688,-7.770322799682617,-7.619354724884033,343.0263157894737
names.,6,4.91,-10.937357902526855,-7.360299587249756,-7.153736114501953,438.3333333333333
narrative,9,4.39,-33.231842041015625,-20.70413589477539,-18.51630973815918,330.1736111111111
nearby,6,4.55,-18.64565658569336,-23.291574478149414,-13.084733009338379,304.0
nearly,6,5.0,-28.449398040771484,-28.36849021911621,-26.95207977294922,353.51301115241637
neither,7,4.77,-39.52709197998047,-29.56245231628418,-24.521703720092773,358.98857142857145
nerves,6,4.02,-43.35353088378906,-31.99947738647461,-29.710189819335938,309.704347826087
neurobehavioral,15,1.69,-41.588138580322266,-38.69456481933594,-26.539907455444336,428.72857142857146
neuroimaging,12,2.49,-39.383296966552734,-32.56310272216797,-21.784669876098633,476.875
neurological,12,3.54,-33.547332763671875,-25.06316375732422,-18.09186553955078,398.56164383561645
neurologist,11,3.04,-35.03476333618164,-27.92215347290039,-19.301076889038086,414.40845070422534
news.,5,5.44,-10.577324867248535,-6.973982334136963,-4.579913139343262,388.5625
nickel,6,3.82,-32.37255096435547,-28.42776870727539,-12.75346565246582,320.26344086021504
"night,",6,5.61,-11.579723358154297,-8.18249797821045,-8.105484008789062,314.14666666666665
night.,6,5.61,-11.653535842895508,-9.130824089050293,-8.723867416381836,405.0769230769231
"nighttime,",10,3.27,-23.150653839111328,-24.706056594848633,-21.705663681030273,403.0113636363636
nineteen,8,3.59,-40.0106086730957,-28.54644775390625,-9.2654390335083,423.36713286713285
nineties,8,3.14,-41.64446258544922,-28.636857986450195,-8.166804313659668,352.4428571428571
"nineties,",9,3.14,-35.24299240112305,-24.737241744995117,-9.12752628326416,388.0232558139535
"ninety-five,",12,3.7,-36.06911087036133,-24.80480194091797,-15.602218627929688,434.2112676056338
ninety-seven,12,3.69,-34.98282241821289,-23.354707717895508,-11.47124195098877,503.6216216216216
"ninety-seven,",13,3.69,-37.84914779663086,-27.123605728149414,-17.182289123535156,450.7412587412587
"ninety-three,",13,3.71,-38.528900146484375,-27.522356033325195,-17.258161544799805,526.2658227848101
"ninth,",6,4.07,-38.131141662597656,-31.199846267700195,-25.682024002075195,504.3835616438356
no!,3,6.35,-20.857229232788086,-18.54059600830078,-16.796428680419922,351.375
noblewoman.,11,2.06,-39.511962890625,-30.204864501953125,-21.986953735351562,559.6849315068494
noise,5,4.55,-30.53911590576172,-24.331172943115234,-12.701763153076172,364.5977011494253
noise.,6,4.55,-27.108917236328125,-24.085412979125977,-15.198934555053711,371.31111111111113
"noontime,",9,2.13,-34.68839645385742,-27.92759132385254,-20.932281494140625,360.4642857142857
normally,8,4.57,-27.889633178710938,-20.131160736083984,-3.002800464630127,395.968085106383
northern,8,4.85,-44.94563293457031,-34.43989181518555,-24.517200469970703,351.09090909090907
not.,4,6.69,-11.916881561279297,-9.689988136291504,-12.065906524658203,328.7042253521127
not?',5,6.69,-31.304025650024414,-30.462738037109375,-32.16753387451172,326.36170212765956
nothing.,8,5.55,-11.656606674194336,-8.21662712097168,-8.688223838806152,393.79787234042556
"notice,'",8,4.9,-30.597049713134766,-27.39052963256836,-23.769168853759766,356.3734939759036
"noticed,",8,4.63,-11.731072425842285,-8.52987289428711,-6.501227378845215,350.8904109589041
"notoriety,",10,3.19,-35.41661071777344,-21.835702896118164,-22.1627140045166,359.94594594594594
"now,",4,6.18,-11.180903434753418,-8.006945610046387,-6.29758358001709,335.8493150684931
nowhere,7,4.4,-26.370718002319336,-27.53934669494629,-13.689628601074219,310.81976744186045
"number,",7,5.62,-11.588424682617188,-8.776602745056152,-10.62310791015625,352.0133333333333
numbers,7,4.98,-38.221378326416016,-29.305419921875,-20.986448287963867,351.90909090909093
o'clock,7,4.04,-32.881004333496094,-30.60414695739746,-27.611019134521484,348.1170212765957
objections,10,3.69,-28.348161697387695,-23.79646110534668,-18.846866607666016,334.6619718309859
"objects,",8,4.51,-11.705312728881836,-7.322213649749756,-8.903273582458496,405.0422535211268
oblivion,8,3.32,-42.087669372558594,-33.93425750732422,-20.110952377319336,383.72972972972974
obscured,8,3.22,-34.82032775878906,-30.297765731811523,-15.859314918518066,321.4347826086956
obsessive-compulsive,20,3.05,-43.63707733154297,-33.67836380004883,-17.00654411315918,510.6212121212121
obtained,8,4.49,-40.477813720703125,-30.700685501098633,-19.607295989990234,328.14666666666665
obtained.,9,4.49,-37.20979690551758,-30.693809509277344,-23.57437515258789,368.3150684931507
occasions,9,4.26,-40.113887786865234,-27.858386993408203,-19.054183959960938,318.44444444444446
occur,5,4.47,-24.06969451904297,-16.77812957763672,-15.09410572052002,316.63380281690144
occurred,8,4.57,-40.175315856933594,-24.537092208862305,-11.107693672180176,362.758389261745
occurring,9,3.97,-39.75514221191406,-23.970380783081055,-4.8348469734191895,396.3783783783784
ocean,5,4.7,-39.94089126586914,-34.15123748779297,-22.95523452758789,337.39130434782606
"ocean,",6,4.7,-35.50297164916992,-31.658472061157227,-24.078929901123047,358.2416666666667
ocean.,6,4.7,-33.954978942871094,-32.06708526611328,-24.249195098876953,368.3529411764706
odds,4,4.28,-14.609015464782715,-13.55637264251709,-6.45510721206665,327.8904109589041
offered,7,4.86,-32.58003616333008,-27.151594161987305,-16.814157485961914,317.27848101265823
"office,",7,5.4,-11.266571998596191,-7.513433456420898,-8.197225570678711,328.97872340425533
"old,",4,5.75,-12.557507514953613,-9.054694175720215,-9.000932693481445,352.9484536082474
oldest,6,4.24,-26.68117904663086,-24.293704986572266,-20.731660842895508,325.15
"on,",3,6.91,-12.94055461883545,-8.92407512664795,-7.206653118133545,336.19662921348316
"on,'",4,6.91,-31.02732276916504,-27.02503776550293,-26.16371726989746,407.01234567901236
on.',4,6.91,-29.166894912719727,-25.44898223876953,-25.451021194458008,338.0121951219512
"once,",5,5.53,-12.472549438476562,-8.478297233581543,-9.2535982131958,342.8965517241379
"one,",4,6.47,-12.350468635559082,-8.283092498779297,-8.609113693237305,314.3314917127072
one-colored,11,4.19,-29.204214096069336,-22.042430877685547,-24.974180221557617,484.37974683544303
one.,4,6.47,-11.858163833618164,-8.70503044128418,-9.725109100341797,430.655737704918
